path,class_
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass417.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper558.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass61.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass485.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass304.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper128.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard379.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass248.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass67.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic395.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper301.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic116.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal393.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal362.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard65.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic79.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass412.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass187.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic436.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic65.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass418.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass33.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass142.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard173.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper531.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard230.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard43.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass35.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard357.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal79.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic192.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper30.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal403.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard274.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass408.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper549.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass289.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic254.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper557.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal388.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic467.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper252.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic146.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal122.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper70.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass284.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper72.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic152.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic252.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass124.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal156.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass380.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper1.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass394.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass182.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass269.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic233.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic412.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic135.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard171.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass256.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic157.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass471.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard55.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass200.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass104.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal138.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper431.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal277.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal252.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal374.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper419.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass276.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal87.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper369.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass181.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper135.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard122.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard342.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass169.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic277.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper485.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard46.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic209.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal259.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal299.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic177.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic7.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal298.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash125.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal281.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic119.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass298.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard368.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass492.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper570.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper118.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash4.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper11.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal113.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash16.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper483.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper502.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash3.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal72.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash101.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass165.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard95.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper249.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass49.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal314.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic208.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard263.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass105.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass347.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper69.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic17.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal6.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic442.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic246.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper38.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic390.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass184.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic265.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash40.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard61.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper83.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper239.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal184.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal287.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass65.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal196.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash9.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic59.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper455.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic413.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass399.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass341.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass458.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal267.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic475.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic350.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass26.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper324.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard325.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper131.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass121.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard196.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic263.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic414.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass227.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard385.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper267.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal291.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard155.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass482.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal28.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash112.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass288.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal261.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass433.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash111.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic136.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal332.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic289.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper517.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass308.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper578.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic424.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic20.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard27.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper94.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic401.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper582.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash135.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard269.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal127.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard327.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass168.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal159.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic14.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal320.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal268.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal404.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper214.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal144.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper33.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass58.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal258.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass39.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper519.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass373.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper501.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper381.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic293.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic400.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper202.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass164.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper106.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass5.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper120.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass332.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal120.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal251.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass202.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass285.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal90.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic201.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic345.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal35.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard48.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash17.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard317.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash94.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal125.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper290.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper279.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper432.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic235.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard295.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal331.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper178.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic258.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash87.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic379.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard381.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper353.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass251.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic347.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper395.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper310.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper386.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic382.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic377.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper470.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass180.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper347.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard226.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper147.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard29.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass246.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal19.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper92.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal114.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard254.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper151.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic44.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper221.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal270.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic107.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass364.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard83.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal183.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass431.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard397.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper518.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass369.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass396.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper396.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper594.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard188.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard195.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic429.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash124.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash46.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass462.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash95.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper530.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass77.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic5.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass317.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic423.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass79.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal176.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper63.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper115.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass239.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard279.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash51.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard382.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper321.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard300.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass10.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal247.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass415.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass454.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper213.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard307.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal271.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass329.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic304.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper288.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper478.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic40.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic101.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal147.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass160.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper534.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass177.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass163.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass170.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic408.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass230.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic309.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal111.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper230.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard80.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic301.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard25.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal227.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard121.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal54.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic425.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass385.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard396.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal366.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard31.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash121.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper158.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass457.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper533.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic4.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper385.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic230.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper153.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass247.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper157.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass376.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal12.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic332.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper187.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper245.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass310.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal27.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass254.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper229.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper354.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass236.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass452.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper253.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper572.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash134.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass432.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal297.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard319.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic280.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard364.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal336.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper54.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass367.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass491.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass201.jpg,glass
